epoch,step,train_loss_step,val_loss,train_loss_epoch
69,17299,0.18029308319091797,,
69,17349,0.15134643018245697,,
69,17399,0.16386736929416656,,
69,17449,0.15673336386680603,,
69,17499,0.17586952447891235,,
69,17499,,0.17003442347049713,
69,17499,,,0.1681998074054718
70,17549,0.18177466094493866,,
70,17599,0.19338297843933105,,
70,17649,0.18145856261253357,,
70,17699,0.19050006568431854,,
70,17749,0.1681908369064331,,
70,17749,,0.16908687353134155,
70,17749,,,0.16803142428398132
71,17799,0.1913771629333496,,
71,17849,0.15299879014492035,,
71,17899,0.153376042842865,,
71,17949,0.1276043951511383,,
71,17999,0.15105336904525757,,
71,17999,,0.17008338868618011,
71,17999,,,0.16799286007881165
72,18049,0.19418644905090332,,
72,18099,0.1566493809223175,,
72,18149,0.16724912822246552,,
72,18199,0.15147216618061066,,
72,18249,0.1869703233242035,,
72,18249,,0.1699654906988144,
72,18249,,,0.16836419701576233
73,18299,0.16069096326828003,,
73,18349,0.2098637819290161,,
73,18399,0.19211378693580627,,
73,18449,0.19598865509033203,,
73,18499,0.1829037368297577,,
73,18499,,0.175977885723114,
73,18499,,,0.1684706062078476
74,18549,0.15802448987960815,,
74,18599,0.166273295879364,,
74,18649,0.14484618604183197,,
74,18699,0.18070678412914276,,
74,18749,0.16558325290679932,,
74,18749,,0.17205265164375305,
74,18749,,,0.16799123585224152
75,18799,0.15429028868675232,,
75,18849,0.18635909259319305,,
75,18899,0.13340233266353607,,
75,18949,0.16516122221946716,,
75,18999,0.15902259945869446,,
75,18999,,0.17033179104328156,
75,18999,,,0.1681600660085678
76,19049,0.13753709197044373,,
76,19099,0.17220661044120789,,
76,19149,0.17894193530082703,,
76,19199,0.16829633712768555,,
76,19249,0.15260852873325348,,
76,19249,,0.17033939063549042,
76,19249,,,0.1679162234067917
77,19299,0.1929008662700653,,
77,19349,0.17404592037200928,,
77,19399,0.21567779779434204,,
77,19449,0.18003027141094208,,
77,19499,0.17501795291900635,,
77,19499,,0.16982892155647278,
77,19499,,,0.16812078654766083
78,19549,0.17370204627513885,,
78,19599,0.16882652044296265,,
78,19649,0.145537331700325,,
78,19699,0.22008702158927917,,
78,19749,0.19999277591705322,,
78,19749,,0.1710485816001892,
78,19749,,,0.168138325214386
79,19799,0.15972062945365906,,
79,19849,0.1791224330663681,,
79,19899,0.18341903388500214,,
79,19949,0.1857130378484726,,
79,19999,0.17928777635097504,,
79,19999,,0.1708739995956421,
79,19999,,,0.1684378683567047
80,20049,0.16856472194194794,,
80,20099,0.15060999989509583,,
80,20149,0.20094400644302368,,
80,20199,0.17876991629600525,,
80,20249,0.1540474146604538,,
80,20249,,0.17040571570396423,
80,20249,,,0.16846682131290436
81,20299,0.19690506160259247,,
81,20349,0.18604087829589844,,
81,20399,0.18554747104644775,,
81,20449,0.16245302557945251,,
81,20499,0.15004894137382507,,
81,20499,,0.1715892255306244,
81,20499,,,0.16818003356456757
82,20549,0.20895986258983612,,
82,20599,0.15432919561862946,,
82,20649,0.15915359556674957,,
82,20699,0.18415486812591553,,
82,20749,0.1535525768995285,,
82,20749,,0.16970016062259674,
82,20749,,,0.16813234984874725
83,20799,0.18255218863487244,,
83,20849,0.15601056814193726,,
83,20899,0.1445491760969162,,
83,20949,0.16784164309501648,,
83,20999,0.17032623291015625,,
83,20999,,0.1698600798845291,
83,20999,,,0.16783501207828522
84,21049,0.19935517013072968,,
84,21099,0.16992232203483582,,
84,21149,0.14627999067306519,,
84,21199,0.14906743168830872,,
84,21249,0.1624482274055481,,
84,21249,,0.1702665537595749,
84,21249,,,0.16792093217372894
85,21299,0.1650809794664383,,
85,21349,0.1617768406867981,,
85,21399,0.1632394790649414,,
85,21449,0.1563684642314911,,
85,21499,0.19040100276470184,,
85,21499,,0.17113372683525085,
85,21499,,,0.16817304491996765
86,21549,0.16880160570144653,,
86,21599,0.1625819206237793,,
86,21649,0.16672441363334656,,
86,21699,0.17562924325466156,,
86,21749,0.20391063392162323,,
86,21749,,0.17007417976856232,
86,21749,,,0.16841207444667816
87,21799,0.17742449045181274,,
87,21849,0.15674826502799988,,
87,21899,0.19374895095825195,,
87,21949,0.1728811264038086,,
87,21999,0.16524410247802734,,
87,21999,,0.1696891337633133,
87,21999,,,0.16906163096427917
88,22049,0.1896885633468628,,
88,22099,0.14901745319366455,,
88,22149,0.19470500946044922,,
88,22199,0.19514159858226776,,
88,22249,0.2030888795852661,,
88,22249,,0.1703188121318817,
88,22249,,,0.16805413365364075
89,22299,0.16401641070842743,,
89,22349,0.17911890149116516,,
89,22399,0.15944068133831024,,
89,22449,0.2151075303554535,,
89,22499,0.16264498233795166,,
89,22499,,0.16982410848140717,
89,22499,,,0.16830269992351532
90,22549,0.14194750785827637,,
90,22599,0.20473718643188477,,
90,22649,0.13361617922782898,,
90,22699,0.17884856462478638,,
90,22749,0.18766039609909058,,
90,22749,,0.17016716301441193,
90,22749,,,0.16790173947811127
91,22799,0.16319935023784637,,
91,22849,0.16200652718544006,,
91,22899,0.1857886016368866,,
91,22949,0.13873253762722015,,
91,22999,0.15000496804714203,,
91,22999,,0.16931480169296265,
91,22999,,,0.16787292063236237
92,23049,0.16913288831710815,,
92,23099,0.18035364151000977,,
92,23149,0.18587100505828857,,
92,23199,0.17507342994213104,,
92,23249,0.19465899467468262,,
92,23249,,0.17117644846439362,
92,23249,,,0.16788771748542786
93,23299,0.16318747401237488,,
93,23349,0.16267018020153046,,
93,23399,0.15396466851234436,,
93,23449,0.12257607281208038,,
93,23499,0.17471837997436523,,
93,23499,,0.1701083928346634,
93,23499,,,0.16807346045970917
94,23549,0.19368714094161987,,
94,23599,0.19254164397716522,,
94,23649,0.15889087319374084,,
94,23699,0.16029874980449677,,
94,23749,0.18190094828605652,,
94,23749,,0.17011888325214386,
94,23749,,,0.16808396577835083
95,23799,0.1401062309741974,,
95,23849,0.20722053945064545,,
95,23899,0.15728794038295746,,
95,23949,0.15705715119838715,,
95,23999,0.162008136510849,,
95,23999,,0.169731006026268,
95,23999,,,0.16784103214740753
96,24049,0.15858709812164307,,
96,24099,0.1830710619688034,,
96,24149,0.18478924036026,,
96,24199,0.1592462807893753,,
96,24249,0.1663733571767807,,
96,24249,,0.17177480459213257,
96,24249,,,0.1682528257369995
97,24299,0.16893699765205383,,
97,24349,0.1806444376707077,,
97,24399,0.14222091436386108,,
97,24449,0.18922993540763855,,
97,24499,0.14097008109092712,,
97,24499,,0.1704644411802292,
97,24499,,,0.16826313734054565
98,24549,0.12797638773918152,,
98,24599,0.19599489867687225,,
98,24649,0.1504889279603958,,
98,24699,0.15936815738677979,,
98,24749,0.14258581399917603,,
98,24749,,0.17077329754829407,
98,24749,,,0.1685848832130432
99,24799,0.18501447141170502,,
99,24849,0.18324260413646698,,
99,24899,0.16083958745002747,,
99,24949,0.16940900683403015,,
99,24999,0.18237623572349548,,
99,24999,,0.17015337944030762,
99,24999,,,0.16790834069252014
100,25049,0.1573302000761032,,
100,25099,0.18476742506027222,,
100,25149,0.12107457220554352,,
100,25199,0.14340220391750336,,
100,25249,0.16956888139247894,,
100,25249,,0.17017291486263275,
100,25249,,,0.16796503961086273
101,25299,0.1182711124420166,,
101,25349,0.13691069185733795,,
101,25399,0.14836198091506958,,
101,25449,0.21457871794700623,,
101,25499,0.14747947454452515,,
101,25499,,0.1707720160484314,
101,25499,,,0.16813121736049652
102,25549,0.15241840481758118,,
102,25599,0.15530359745025635,,
102,25649,0.17622749507427216,,
102,25699,0.15275540947914124,,
102,25749,0.1817316710948944,,
102,25749,,0.1699438989162445,
102,25749,,,0.16813401877880096
103,25799,0.13794854283332825,,
103,25849,0.20749811828136444,,
103,25899,0.16977715492248535,,
103,25949,0.1617993712425232,,
103,25999,0.17704717814922333,,
103,25999,,0.1703723669052124,
103,25999,,,0.16786858439445496
104,26049,0.20055973529815674,,
104,26099,0.15527300536632538,,
104,26149,0.15268538892269135,,
104,26199,0.16309289634227753,,
104,26249,0.16905194520950317,,
104,26249,,0.17112159729003906,
104,26249,,,0.16829460859298706
105,26299,0.1858137547969818,,
105,26349,0.1566508263349533,,
105,26399,0.18263141810894012,,
105,26449,0.19047550857067108,,
105,26499,0.19609729945659637,,
105,26499,,0.1699301302433014,
105,26499,,,0.16786961257457733
106,26549,0.15132299065589905,,
106,26599,0.15430814027786255,,
106,26649,0.15298298001289368,,
106,26699,0.14281651377677917,,
106,26749,0.17338764667510986,,
106,26749,,0.1710413694381714,
106,26749,,,0.16790449619293213
107,26799,0.17254988849163055,,
107,26849,0.17843639850616455,,
107,26899,0.18860863149166107,,
107,26949,0.19601225852966309,,
107,26999,0.16500604152679443,,
107,26999,,0.17076554894447327,
107,26999,,,0.16870202124118805
108,27049,0.18557016551494598,,
108,27099,0.1509631872177124,,
108,27149,0.12442697584629059,,
108,27199,0.15264514088630676,,
108,27249,0.15758143365383148,,
108,27249,,0.17093923687934875,
108,27249,,,0.16849465668201447
109,27299,0.15646235644817352,,
109,27349,0.1982613056898117,,
109,27399,0.14854048192501068,,
109,27449,0.17233197391033173,,
109,27499,0.14132659137248993,,
109,27499,,0.1698174774646759,
109,27499,,,0.16820964217185974
110,27549,0.18609929084777832,,
110,27599,0.1424972414970398,,
110,27649,0.1767551600933075,,
110,27699,0.17251336574554443,,
110,27749,0.20313291251659393,,
110,27749,,0.17021389305591583,
110,27749,,,0.16767814755439758
111,27799,0.13260012865066528,,
111,27849,0.18710260093212128,,
111,27899,0.1629105806350708,,
111,27949,0.166243314743042,,
111,27999,0.12825772166252136,,
111,27999,,0.1705242395401001,
111,27999,,,0.16806645691394806
112,28049,0.17955635488033295,,
112,28099,0.16759485006332397,,
112,28149,0.1515217274427414,,
112,28199,0.17541572451591492,,
112,28249,0.19642774760723114,,
112,28249,,0.17006421089172363,
112,28249,,,0.167955219745636
113,28299,0.17251592874526978,,
113,28349,0.14595380425453186,,
113,28399,0.20430085062980652,,
113,28449,0.18961429595947266,,
113,28499,0.17441634833812714,,
113,28499,,0.17020156979560852,
113,28499,,,0.16904787719249725
114,28549,0.19001448154449463,,
114,28599,0.16598284244537354,,
114,28649,0.19621595740318298,,
114,28699,0.17726632952690125,,
114,28749,0.16381129622459412,,
114,28749,,0.17030858993530273,
114,28749,,,0.16810770332813263
115,28799,0.15938903391361237,,
115,28849,0.1970357894897461,,
115,28899,0.14088718593120575,,
115,28949,0.11993857473134995,,
115,28999,0.1670326441526413,,
115,28999,,0.16968722641468048,
115,28999,,,0.1677834689617157
116,29049,0.19176559150218964,,
116,29099,0.15275174379348755,,
116,29149,0.17557257413864136,,
116,29199,0.18814155459403992,,
116,29249,0.1789645403623581,,
116,29249,,0.17003199458122253,
116,29249,,,0.16788077354431152
117,29299,0.1374245285987854,,
117,29349,0.18694695830345154,,
117,29399,0.18413059413433075,,
117,29449,0.15749309957027435,,
117,29499,0.1098368763923645,,
117,29499,,0.1706567406654358,
117,29499,,,0.1680711954832077
118,29549,0.16519126296043396,,
118,29599,0.14078930020332336,,
118,29649,0.1309448480606079,,
118,29699,0.17282649874687195,,
118,29749,0.14856958389282227,,
118,29749,,0.17095154523849487,
118,29749,,,0.16806893050670624
119,29799,0.17492544651031494,,
119,29849,0.11720465123653412,,
119,29899,0.15700601041316986,,
119,29949,0.1747845709323883,,
119,29999,0.16449463367462158,,
119,29999,,0.17107680439949036,
119,29999,,,0.1677875816822052
120,30049,0.1839238852262497,,
120,30099,0.13533568382263184,,
120,30149,0.1498475968837738,,
120,30199,0.1896829456090927,,
120,30249,0.16067509353160858,,
120,30249,,0.1694045066833496,
120,30249,,,0.16807125508785248
121,30299,0.15691086649894714,,
121,30349,0.14379678666591644,,
121,30399,0.14789855480194092,,
121,30449,0.17100173234939575,,
121,30499,0.15657886862754822,,
121,30499,,0.17008771002292633,
121,30499,,,0.16800947487354279
122,30549,0.1597900390625,,
122,30599,0.18113242089748383,,
122,30649,0.22499601542949677,,
122,30699,0.14164388179779053,,
122,30749,0.19916853308677673,,
122,30749,,0.17072942852973938,
122,30749,,,0.16803885996341705
123,30799,0.17272508144378662,,
123,30849,0.1568152755498886,,
123,30899,0.1777208298444748,,
123,30949,0.15495708584785461,,
123,30999,0.1923055648803711,,
123,30999,,0.16994403302669525,
123,30999,,,0.16817304491996765
124,31049,0.16328498721122742,,
124,31099,0.14978745579719543,,
124,31149,0.13911172747612,,
124,31199,0.19649294018745422,,
124,31249,0.17414715886116028,,
124,31249,,0.16974514722824097,
