epoch,step,train_loss_step,val_loss,train_loss_epoch
0,49,0.2053142786026001,,
0,99,0.16832414269447327,,
0,149,0.1517438292503357,,
0,199,0.1421492099761963,,
0,249,0.16804277896881104,,
0,249,,0.17505031824111938,
0,249,,,0.23781481385231018
1,299,0.18601906299591064,,
1,349,0.1826947182416916,,
1,399,0.18001121282577515,,
1,449,0.1790473312139511,,
1,499,0.15329915285110474,,
1,499,,0.1699581742286682,
1,499,,,0.17137031257152557
2,549,0.17450052499771118,,
2,599,0.1424204260110855,,
2,649,0.13295459747314453,,
2,699,0.19084417819976807,,
2,749,0.13439099490642548,,
2,749,,0.1739330291748047,
2,749,,,0.17065176367759705
3,799,0.18923479318618774,,
3,849,0.18047653138637543,,
3,899,0.19898241758346558,,
3,949,0.19563031196594238,,
3,999,0.17496904730796814,,
3,999,,0.16999495029449463,
3,999,,,0.17004910111427307
4,1049,0.18332645297050476,,
4,1099,0.16524182260036469,,
4,1149,0.18547114729881287,,
4,1199,0.16308951377868652,,
4,1249,0.17561599612236023,,
4,1249,,0.16964682936668396,
4,1249,,,0.16947902739048004
5,1299,0.15820632874965668,,
5,1349,0.17761635780334473,,
5,1399,0.18002411723136902,,
5,1449,0.14633236825466156,,
5,1499,0.2050197720527649,,
5,1499,,0.1712333709001541,
5,1499,,,0.169221431016922
6,1549,0.16892895102500916,,
6,1599,0.1499774158000946,,
6,1649,0.21287259459495544,,
6,1699,0.1683499664068222,,
6,1749,0.1917690932750702,,
6,1749,,0.17330186069011688,
6,1749,,,0.1697096824645996
7,1799,0.1712397038936615,,
7,1849,0.1789168119430542,,
7,1899,0.15202650427818298,,
7,1949,0.14833371341228485,,
7,1999,0.18136033415794373,,
7,1999,,0.17267261445522308,
7,1999,,,0.16989478468894958
8,2049,0.15694676339626312,,
8,2099,0.15276622772216797,,
8,2149,0.12499949336051941,,
8,2199,0.15016649663448334,,
8,2249,0.1986427754163742,,
8,2249,,0.17202511429786682,
8,2249,,,0.1689458191394806
9,2299,0.19282090663909912,,
9,2349,0.15388721227645874,,
9,2399,0.20976656675338745,,
9,2449,0.18227307498455048,,
9,2499,0.18578581511974335,,
9,2499,,0.1708795726299286,
9,2499,,,0.16868752241134644
10,2549,0.1683572232723236,,
10,2599,0.1664569228887558,,
10,2649,0.19828730821609497,,
10,2699,0.19848206639289856,,
10,2749,0.2089177370071411,,
10,2749,,0.1703542172908783,
10,2749,,,0.1689380556344986
11,2799,0.16709816455841064,,
11,2849,0.18056654930114746,,
11,2899,0.1552695333957672,,
11,2949,0.15495261549949646,,
11,2999,0.1664370745420456,,
11,2999,,0.16955779492855072,
11,2999,,,0.168903648853302
12,3049,0.15057885646820068,,
12,3099,0.17624394595623016,,
12,3149,0.14024993777275085,,
12,3199,0.16275547444820404,,
12,3249,0.17348524928092957,,
12,3249,,0.17093148827552795,
12,3249,,,0.16863253712654114
13,3299,0.139374241232872,,
13,3349,0.20052723586559296,,
13,3399,0.15224674344062805,,
13,3449,0.11341436952352524,,
13,3499,0.2083931416273117,,
13,3499,,0.17431595921516418,
13,3499,,,0.16945435106754303
14,3549,0.18860435485839844,,
14,3599,0.20289771258831024,,
14,3649,0.15157461166381836,,
14,3699,0.17372477054595947,,
14,3749,0.16392862796783447,,
14,3749,,0.16983231902122498,
14,3749,,,0.16926084458827972
15,3799,0.12731072306632996,,
15,3849,0.15249738097190857,,
15,3899,0.17541180551052094,,
15,3949,0.14994332194328308,,
15,3999,0.15797589719295502,,
15,3999,,0.17011284828186035,
15,3999,,,0.1683126986026764
16,4049,0.16125868260860443,,
16,4099,0.13543318212032318,,
16,4149,0.16535092890262604,,
16,4199,0.1959671974182129,,
16,4249,0.18718163669109344,,
16,4249,,0.17364193499088287,
16,4249,,,0.16874584555625916
17,4299,0.17546992003917694,,
17,4349,0.14144077897071838,,
17,4399,0.1541326940059662,,
17,4449,0.17265044152736664,,
17,4499,0.14295443892478943,,
17,4499,,0.17204594612121582,
17,4499,,,0.16888317465782166
18,4549,0.1941322535276413,,
18,4599,0.1783883422613144,,
18,4649,0.1889929473400116,,
18,4699,0.18061324954032898,,
18,4749,0.21664202213287354,,
18,4749,,0.17030924558639526,
18,4749,,,0.16878607869148254
19,4799,0.15482890605926514,,
19,4849,0.13415955007076263,,
19,4899,0.12941516935825348,,
19,4949,0.14798784255981445,,
19,4999,0.18471205234527588,,
19,4999,,0.16982880234718323,
19,4999,,,0.1683918833732605
20,5049,0.15973150730133057,,
20,5099,0.15523046255111694,,
20,5149,0.1663626730442047,,
20,5199,0.13228394091129303,,
20,5249,0.15578266978263855,,
20,5249,,0.17064978182315826,
20,5249,,,0.1687341332435608
21,5299,0.17758557200431824,,
21,5349,0.16609059274196625,,
21,5399,0.15441708266735077,,
21,5449,0.18043307960033417,,
21,5499,0.1438087821006775,,
21,5499,,0.17109233140945435,
21,5499,,,0.16869430243968964
22,5549,0.1526215672492981,,
22,5599,0.19402533769607544,,
22,5649,0.17410504817962646,,
22,5699,0.1489161252975464,,
22,5749,0.17833296954631805,,
22,5749,,0.16972412168979645,
22,5749,,,0.16951780021190643
23,5799,0.14784424006938934,,
23,5849,0.19945314526557922,,
23,5899,0.15646995604038239,,
23,5949,0.1455754190683365,,
23,5999,0.1420699656009674,,
23,5999,,0.16943690180778503,
23,5999,,,0.16813924908638
24,6049,0.1550704538822174,,
24,6099,0.18157538771629333,,
24,6149,0.20483903586864471,,
24,6199,0.11549647897481918,,
24,6249,0.14920446276664734,,
24,6249,,0.17414438724517822,
24,6249,,,0.16892004013061523
25,6299,0.19113104045391083,,
25,6349,0.19055889546871185,,
25,6399,0.1836385726928711,,
25,6449,0.14986339211463928,,
25,6499,0.17382380366325378,,
25,6499,,0.17095798254013062,
25,6499,,,0.1687074899673462
26,6549,0.16297920048236847,,
26,6599,0.13878974318504333,,
26,6649,0.1437021791934967,,
26,6699,0.18181483447551727,,
26,6749,0.20494072139263153,,
26,6749,,0.17080619931221008,
26,6749,,,0.1681220829486847
27,6799,0.1566047966480255,,
27,6849,0.19932541251182556,,
27,6899,0.16886529326438904,,
27,6949,0.13357394933700562,,
27,6999,0.15069741010665894,,
27,6999,,0.17043465375900269,
27,6999,,,0.1692536324262619
28,7049,0.13964763283729553,,
28,7099,0.15325146913528442,,
28,7149,0.13001111149787903,,
28,7199,0.17162160575389862,,
28,7249,0.18634295463562012,,
28,7249,,0.17062456905841827,
28,7249,,,0.16838714480400085
29,7299,0.1498347818851471,,
29,7349,0.1921887993812561,,
29,7399,0.14079773426055908,,
29,7449,0.1624147891998291,,
29,7499,0.16499879956245422,,
29,7499,,0.17073826491832733,
29,7499,,,0.16848696768283844
30,7549,0.20674477517604828,,
30,7599,0.17840224504470825,,
30,7649,0.15459498763084412,,
30,7699,0.1827521026134491,,
30,7749,0.17276149988174438,,
30,7749,,0.17001758515834808,
30,7749,,,0.16861027479171753
31,7799,0.14868046343326569,,
31,7849,0.13840961456298828,,
31,7899,0.15274374186992645,,
31,7949,0.17190036177635193,,
31,7999,0.16646389663219452,,
31,7999,,0.1732012778520584,
31,7999,,,0.16890978813171387
32,8049,0.18159791827201843,,
32,8099,0.1391160488128662,,
32,8149,0.18934667110443115,,
32,8199,0.14744269847869873,,
32,8249,0.16968247294425964,,
32,8249,,0.17032650113105774,
32,8249,,,0.1685822755098343
33,8299,0.12222830951213837,,
33,8349,0.17324110865592957,,
33,8399,0.14341536164283752,,
33,8449,0.1877375692129135,,
33,8499,0.1527600735425949,,
33,8499,,0.16960005462169647,
33,8499,,,0.1680600494146347
34,8549,0.13519330322742462,,
34,8599,0.1600235104560852,,
34,8649,0.1691005825996399,,
34,8699,0.16642624139785767,,
34,8749,0.1396910697221756,,
34,8749,,0.17365334928035736,
34,8749,,,0.16980771720409393
35,8799,0.18577449023723602,,
35,8849,0.22102169692516327,,
35,8899,0.1675807237625122,,
35,8949,0.17364463210105896,,
35,8999,0.1997026801109314,,
35,8999,,0.16958209872245789,
35,8999,,,0.16818422079086304
36,9049,0.1606692373752594,,
36,9099,0.19205313920974731,,
36,9149,0.15381529927253723,,
36,9199,0.18857932090759277,,
36,9249,0.1988990306854248,,
36,9249,,0.16998882591724396,
36,9249,,,0.16882266104221344
37,9299,0.1694936454296112,,
37,9349,0.18194620311260223,,
37,9399,0.1875019073486328,,
37,9449,0.1642848551273346,,
37,9499,0.1961860954761505,,
37,9499,,0.1698049008846283,
37,9499,,,0.16913791000843048
38,9549,0.19512856006622314,,
38,9599,0.18211357295513153,,
38,9649,0.1715969294309616,,
38,9699,0.18545886874198914,,
38,9749,0.18684491515159607,,
38,9749,,0.17221702635288239,
38,9749,,,0.16825130581855774
39,9799,0.1465393304824829,,
39,9849,0.17419812083244324,,
39,9899,0.1506567895412445,,
39,9949,0.15565526485443115,,
39,9999,0.16358953714370728,,
39,9999,,0.16992108523845673,
39,9999,,,0.16845381259918213
40,10049,0.15662990510463715,,
40,10099,0.14341871440410614,,
40,10149,0.1848916858434677,,
40,10199,0.15858528017997742,,
40,10249,0.20050905644893646,,
40,10249,,0.16920171678066254,
40,10249,,,0.16810117661952972
41,10299,0.1373746395111084,,
41,10349,0.14636638760566711,,
41,10399,0.17772164940834045,,
41,10449,0.1768999546766281,,
41,10499,0.17031675577163696,,
41,10499,,0.1699947714805603,
41,10499,,,0.16830453276634216
42,10549,0.20078909397125244,,
42,10599,0.1588025689125061,,
42,10649,0.17651653289794922,,
42,10699,0.19011399149894714,,
42,10749,0.17544405162334442,,
42,10749,,0.17047898471355438,
42,10749,,,0.16808825731277466
43,10799,0.16079621016979218,,
43,10849,0.16456246376037598,,
43,10899,0.19932381808757782,,
43,10949,0.179010272026062,,
43,10999,0.20109014213085175,,
43,10999,,0.17260785400867462,
43,10999,,,0.16915008425712585
44,11049,0.15721988677978516,,
44,11099,0.15410837531089783,,
44,11149,0.17648649215698242,,
44,11199,0.17184197902679443,,
44,11249,0.18098604679107666,,
44,11249,,0.1693008840084076,
44,11249,,,0.16821588575839996
45,11299,0.14952783286571503,,
45,11349,0.17714135348796844,,
45,11399,0.21126788854599,,
45,11449,0.13527873158454895,,
45,11499,0.168304443359375,,
45,11499,,0.17026256024837494,
45,11499,,,0.16820165514945984
46,11549,0.1623278260231018,,
46,11599,0.16069519519805908,,
46,11649,0.17039892077445984,,
46,11699,0.1566070169210434,,
46,11749,0.13760881125926971,,
46,11749,,0.17026393115520477,
46,11749,,,0.16823959350585938
47,11799,0.17359492182731628,,
47,11849,0.1309850811958313,,
47,11899,0.19832009077072144,,
47,11949,0.19025886058807373,,
47,11999,0.1735701858997345,,
47,11999,,0.1694667637348175,
47,11999,,,0.1687772572040558
48,12049,0.14456269145011902,,
48,12099,0.13961628079414368,,
48,12149,0.13392889499664307,,
48,12199,0.16742226481437683,,
48,12249,0.1379193663597107,,
48,12249,,0.1714315265417099,
48,12249,,,0.16832837462425232
49,12299,0.1402115672826767,,
49,12349,0.17546364665031433,,
49,12399,0.15815220773220062,,
49,12449,0.15232010185718536,,
49,12499,0.18042179942131042,,
49,12499,,0.17086203396320343,
49,12499,,,0.16877193748950958
50,12549,0.19524089992046356,,
50,12599,0.18235132098197937,,
50,12649,0.15762001276016235,,
50,12699,0.1684723198413849,,
50,12749,0.14336428046226501,,
50,12749,,0.17340780794620514,
50,12749,,,0.1685890406370163
51,12799,0.1682017743587494,,
51,12849,0.15083342790603638,,
51,12899,0.15636299550533295,,
51,12949,0.20861831307411194,,
51,12999,0.19089379906654358,,
51,12999,,0.17013317346572876,
51,12999,,,0.16800284385681152
52,13049,0.15187862515449524,,
52,13099,0.13066606223583221,,
52,13149,0.1781148910522461,,
52,13199,0.15560045838356018,,
52,13249,0.14166872203350067,,
52,13249,,0.170259028673172,
52,13249,,,0.16854874789714813
53,13299,0.16286000609397888,,
53,13349,0.1637440174818039,,
53,13399,0.13990750908851624,,
53,13449,0.14678069949150085,,
53,13499,0.11348752677440643,,
53,13499,,0.17046356201171875,
53,13499,,,0.16854913532733917
54,13549,0.18086108565330505,,
54,13599,0.14930394291877747,,
54,13649,0.19130605459213257,,
54,13699,0.17555972933769226,,
54,13749,0.14055556058883667,,
54,13749,,0.17020410299301147,
54,13749,,,0.1681557446718216
55,13799,0.1762971132993698,,
55,13849,0.1816883683204651,,
55,13899,0.189687117934227,,
55,13949,0.14056935906410217,,
55,13999,0.14940345287322998,,
55,13999,,0.17049415409564972,
55,13999,,,0.16828279197216034
56,14049,0.15393030643463135,,
56,14099,0.13240456581115723,,
56,14149,0.1916438341140747,,
56,14199,0.1667671650648117,,
56,14249,0.19148355722427368,,
56,14249,,0.17193375527858734,
56,14249,,,0.16827912628650665
57,14299,0.15537725389003754,,
57,14349,0.20648133754730225,,
57,14399,0.20281982421875,,
57,14449,0.15303295850753784,,
57,14499,0.19645258784294128,,
57,14499,,0.17022700607776642,
57,14499,,,0.16877758502960205
58,14549,0.1920502632856369,,
58,14599,0.1587144285440445,,
58,14649,0.1690288782119751,,
58,14699,0.19305157661437988,,
58,14749,0.15662917494773865,,
58,14749,,0.17007006704807281,
58,14749,,,0.16849641501903534
59,14799,0.15948405861854553,,
59,14849,0.19543103873729706,,
59,14899,0.2038176953792572,,
59,14949,0.14965331554412842,,
59,14999,0.1612691581249237,,
59,14999,,0.17215827107429504,
59,14999,,,0.16840755939483643
60,15049,0.17507705092430115,,
60,15099,0.15910503268241882,,
60,15149,0.20846471190452576,,
60,15199,0.12480586767196655,,
60,15249,0.1488514393568039,,
60,15249,,0.17066611349582672,
60,15249,,,0.16832174360752106
61,15299,0.1848522126674652,,
61,15349,0.14948995411396027,,
61,15399,0.1768898218870163,,
61,15449,0.17220044136047363,,
61,15499,0.20136186480522156,,
61,15499,,0.16967685520648956,
61,15499,,,0.16804075241088867
62,15549,0.1861666887998581,,
62,15599,0.19610753655433655,,
62,15649,0.18323424458503723,,
62,15699,0.17234545946121216,,
62,15749,0.17757108807563782,,
62,15749,,0.1700236052274704,
62,15749,,,0.16801725327968597
63,15799,0.1645117998123169,,
63,15849,0.17257651686668396,,
63,15899,0.18444931507110596,,
63,15949,0.20054838061332703,,
63,15999,0.17434200644493103,,
63,15999,,0.16978773474693298,
63,15999,,,0.16821737587451935
64,16049,0.17418572306632996,,
64,16099,0.1736353635787964,,
64,16149,0.1265145242214203,,
64,16199,0.1368507742881775,,
64,16249,0.149929940700531,,
64,16249,,0.1844005435705185,
64,16249,,,0.16845138370990753
65,16299,0.16066814959049225,,
65,16349,0.16900447010993958,,
65,16399,0.15596634149551392,,
65,16449,0.1347053349018097,,
65,16499,0.14571215212345123,,
65,16499,,0.16974496841430664,
65,16499,,,0.16886396706104279
66,16549,0.1389167308807373,,
66,16599,0.14340060949325562,,
66,16649,0.17691215872764587,,
66,16699,0.18603144586086273,,
66,16749,0.1383582055568695,,
66,16749,,0.17066186666488647,
66,16749,,,0.16816048324108124
67,16799,0.1819230318069458,,
67,16849,0.17352555692195892,,
67,16899,0.15027830004692078,,
67,16949,0.17501460015773773,,
67,16999,0.14511488378047943,,
67,16999,,0.17004327476024628,
67,16999,,,0.16855885088443756
68,17049,0.1482171267271042,,
68,17099,0.16005025804042816,,
68,17149,0.16226354241371155,,
68,17199,0.17807313799858093,,
68,17249,0.1636248230934143,,
68,17249,,0.17015986144542694,
68,17249,,,0.16817454993724823
