step,epoch,train_loss_step,val_loss,train_loss_epoch
4799,19,0.0001457370090065524,,
4849,19,0.00010042060603154823,,
4899,19,0.00012702163076028228,,
4949,19,0.002116575138643384,,
4999,19,0.00014049782475922257,,
4999,19,,0.0001527146523585543,
4999,19,,,0.0003266184066887945
5049,20,0.00010696332901716232,,
5099,20,8.614989928901196e-05,,
5149,20,0.0003400142304599285,,
5199,20,0.0005157599807716906,,
5249,20,0.0004226304590702057,,
5249,20,,0.0007147507276386023,
5249,20,,,0.0005871919565834105
5299,21,0.0036489160265773535,,
5349,21,0.0013047907268628478,,
5399,21,0.0010414234129711986,,
5449,21,0.0002998934069182724,,
5499,21,7.884873048169538e-05,,
5499,21,,0.00044594425708055496,
5499,21,,,0.0012499754084274173
5549,22,0.00016305576718878,,
5599,22,0.0011079595424234867,,
5649,22,0.000498465436976403,,
5699,22,0.0011387000558897853,,
5749,22,0.0006071396637707949,,
5749,22,,0.0007568519795313478,
5749,22,,,0.0011464094277471304
5799,23,0.00023276846332009882,,
5849,23,0.0003644490789156407,,
5899,23,0.00017970401677303016,,
5949,23,7.433110295096412e-05,,
5999,23,0.0002564905153121799,,
5999,23,,0.00024050207866821438,
5999,23,,,0.0004079179489053786
6049,24,0.00012436187535058707,,
6099,24,0.00012849211634602398,,
6149,24,7.182927220128477e-05,,
6199,24,5.9411930124042556e-05,,
6249,24,8.38624982861802e-05,,
6249,24,,0.00017248325457330793,
6249,24,,,0.00020705300266854465
6299,25,5.671917097060941e-05,,
6349,25,0.0005570813082158566,,
6399,25,5.8092904509976506e-05,,
6449,25,0.00011189514771103859,,
6499,25,0.0010935140307992697,,
6499,25,,0.0008894025813788176,
6499,25,,,0.00019606285786721855
6549,26,0.0025544362142682076,,
6599,26,0.0008533396176062524,,
6649,26,0.0012021304573863745,,
6699,26,0.00021272005687933415,,
6749,26,0.00018385313160251826,,
6749,26,,0.00016416501603089273,
6749,26,,,0.0014059566892683506
6799,27,0.00012451372458599508,,
6849,27,0.00015509137301705778,,
6899,27,4.771272506332025e-05,,
6949,27,4.4480879296315834e-05,,
6999,27,5.378115747589618e-05,,
6999,27,,0.00015497382264584303,
6999,27,,,0.00016542253433726728
7049,28,6.193167064338923e-05,,
7099,28,6.107117951614782e-05,,
7149,28,0.00024369530729018152,,
7199,28,0.00025668629677966237,,
7249,28,8.770604472374544e-05,,
7249,28,,0.00014172369264997542,
7249,28,,,0.00018016865942627192
7299,29,0.0001316048437729478,,
7349,29,0.00018768809968605638,,
7399,29,0.00024830177426338196,,
7449,29,0.00031904628849588335,,
7499,29,0.00010137791832676157,,
7499,29,,0.00023287364456336945,
7499,29,,,0.0001991618046304211
7549,30,6.686362758046016e-05,,
7599,30,0.00010896196909015998,,
7649,30,0.00010833209671545774,,
7699,30,9.266350389225408e-05,,
7749,30,0.00015102801262401044,,
7749,30,,0.0001529226719867438,
7749,30,,,0.00013664337166119367
7799,31,0.00016518669144716114,,
7849,31,0.0002571108634583652,,
7899,31,6.020104046911001e-05,,
7949,31,5.096174936625175e-05,,
7999,31,7.621081022080034e-05,,
7999,31,,0.00013635233335662633,
7999,31,,,0.00020620209397748113
8049,32,8.145347237586975e-05,,
8099,32,0.0004930412396788597,,
8149,32,0.00011894021736225113,,
8199,32,9.975057764677331e-05,,
8249,32,0.000144818754051812,,
8249,32,,0.0001347776997135952,
8249,32,,,0.0001825610816013068
8299,33,0.00024137116270139813,,
8349,33,0.00013318698620423675,,
8399,33,0.00034809927456080914,,
8449,33,0.00010654370271367952,,
8499,33,4.1225444874726236e-05,,
8499,33,,9.43283666856587e-05,
8499,33,,,0.00017748148820828646
8549,34,6.590334669454023e-05,,
8599,34,8.49697389639914e-05,,
8649,34,0.0007325082551687956,,
8699,34,7.901054050307721e-05,,
8749,34,0.0001196986049762927,,
8749,34,,0.00022438779706135392,
8749,34,,,0.00010626464063534513
8799,35,0.00034719257382676005,,
8849,35,0.00040498835733160377,,
8899,35,0.00022916984744369984,,
8949,35,0.0001607073936611414,,
8999,35,0.0001604958379175514,,
8999,35,,0.0005303347716107965,
8999,35,,,0.0003108723321929574
9049,36,3.451453085290268e-05,,
9099,36,0.00011819234350696206,,
9149,36,0.00021889313939027488,,
9199,36,0.00013069565466139466,,
9249,36,0.00014864772674627602,,
9249,36,,0.00011749122495530173,
9249,36,,,0.00013441017654258758
9299,37,0.00010007432865677401,,
9349,37,0.0001854238798841834,,
9399,37,0.00035501254023984075,,
9449,37,9.23211919143796e-05,,
9499,37,0.0001438701874576509,,
9499,37,,0.00025036008446477354,
9499,37,,,0.0002088615292450413
9549,38,0.001477702404372394,,
9599,38,0.0010649734176695347,,
9649,38,0.00031832983950152993,,
9699,38,0.0015417247777804732,,
9749,38,0.00014114951773080975,,
9749,38,,0.00013247905008029193,
9749,38,,,0.0009811170166358352
9799,39,9.610371489543468e-05,,
9849,39,7.056432514218614e-05,,
9899,39,9.333592606708407e-05,,
9949,39,0.00012369923933874816,,
9999,39,5.517725367099047e-05,,
9999,39,,7.37727532396093e-05,
9999,39,,,0.00011008084402419627
10049,40,3.823269798886031e-05,,
10099,40,0.00020571620552800596,,
10149,40,0.00013210726319812238,,
10199,40,7.129802543204278e-05,,
10249,40,0.00012194384908070788,,
10249,40,,6.094682612456381e-05,
10249,40,,,0.00010160222154809162
10299,41,5.702495400328189e-05,,
10349,41,5.421208334155381e-05,,
10399,41,0.0001760411396389827,,
10449,41,8.155385148711503e-05,,
10499,41,3.9590006053913385e-05,,
10499,41,,0.00014253512199502438,
10499,41,,,0.00012487603817135096
10549,42,4.535436164587736e-05,,
10599,42,2.561831206548959e-05,,
10649,42,4.222939605824649e-05,,
10699,42,8.252972475020215e-05,,
10749,42,4.407362939673476e-05,,
10749,42,,4.9085156206274405e-05,
10749,42,,,6.331122131086886e-05
10799,43,6.930103700142354e-05,,
10849,43,0.00014400049985852093,,
10899,43,0.0009676918270997703,,
10949,43,0.0003271119203418493,,
10999,43,0.00032989593455567956,,
10999,43,,0.0003499022568576038,
10999,43,,,0.000259664433542639
11049,44,0.000222590213525109,,
11099,44,7.495416502933949e-05,,
11149,44,4.30961481470149e-05,,
11199,44,0.00011464265844551846,,
11249,44,0.0002343985252082348,,
11249,44,,0.00013159932859707624,
11249,44,,,0.00013844286149833351
11299,45,0.00013710811617784202,,
11349,45,0.00028468886739574373,,
11399,45,4.2472405766602606e-05,,
11449,45,3.680015652207658e-05,,
11499,45,7.569593435619026e-05,,
11499,45,,7.085531979100779e-05,
11499,45,,,0.00013513656449504197
11549,46,6.0844187828479335e-05,,
11599,46,6.620613567065448e-05,,
11649,46,6.11485302215442e-05,,
11699,46,4.142967736697756e-05,,
11749,46,6.8781002482865e-05,,
11749,46,,7.546915003331378e-05,
11749,46,,,9.175526793114841e-05
11799,47,6.649483839282766e-05,,
11849,47,0.00013362841855268925,,
11899,47,0.00011945927690248936,,
11949,47,5.492150012287311e-05,,
11999,47,0.0002201452007284388,,
11999,47,,0.00011230670497752726,
11999,47,,,9.319251694250852e-05
12049,48,0.00013502273941412568,,
12099,48,0.00038671441143378615,,
12149,48,0.00035493908217176795,,
12199,48,9.970762766897678e-05,,
12249,48,9.316708747064695e-05,,
12249,48,,0.0001020748823066242,
12249,48,,,0.00021475653920788318
12299,49,0.0001846726518124342,,
12349,49,0.00010005608055507764,,
12399,49,0.00023752461129333824,,
12449,49,5.8890069340122864e-05,,
12499,49,0.00031223936821334064,,
12499,49,,0.0002730339765548706,
12499,49,,,0.0001762092870194465
12549,50,5.54361249669455e-05,,
12599,50,0.00011020107194781303,,
12649,50,0.0009967327350750566,,
12699,50,0.001447533955797553,,
12749,50,0.0007001073099672794,,
12749,50,,0.002025764202699065,
12749,50,,,0.0008972808718681335
12799,51,0.0001189068570965901,,
12849,51,9.902281453832984e-05,,
12899,51,4.305789479985833e-05,,
12949,51,6.659518112428486e-05,,
12999,51,8.269639511127025e-05,,
12999,51,,0.00012384688307065517,
12999,51,,,0.0001569997111801058
13049,52,0.00025641394313424826,,
13099,52,8.529596379958093e-05,,
13149,52,5.169647192815319e-05,,
13199,52,2.593983299448155e-05,,
13249,52,3.1139657949097455e-05,,
13249,52,,8.914991485653445e-05,
13249,52,,,8.605321636423469e-05
13299,53,8.379937207791954e-05,,
13349,53,8.584671741118655e-05,,
13399,53,0.0001455052988603711,,
13449,53,0.00012886505282949656,,
13499,53,4.463287041289732e-05,,
13499,53,,9.958567534340546e-05,
13499,53,,,9.566470544086769e-05
13549,54,5.747099930886179e-05,,
13599,54,5.031406180933118e-05,,
13649,54,7.692365761613473e-05,,
13699,54,6.369427137542516e-05,,
13749,54,7.891323184594512e-05,,
13749,54,,0.00012249576684553176,
13749,54,,,7.321386510739103e-05
13799,55,8.662574691697955e-05,,
13849,55,3.058338916162029e-05,,
13899,55,8.281858754344285e-05,,
13949,55,5.422168760560453e-05,,
13999,55,0.0004057742189615965,,
13999,55,,0.0003350464394316077,
13999,55,,,7.745888433419168e-05
14049,56,0.0005282279453240335,,
14099,56,6.893810495967045e-05,,
14149,56,0.000107806314190384,,
14199,56,4.4640080886892974e-05,,
14249,56,3.11019248329103e-05,,
14249,56,,0.00013045304513070732,
14249,56,,,0.000199699163204059
14299,57,0.0001614791399333626,,
14349,57,5.697512096958235e-05,,
14399,57,1.7220932932104915e-05,,
14449,57,4.2465428123250604e-05,,
14499,57,2.4801731342449784e-05,,
14499,57,,9.554650023346767e-05,
14499,57,,,5.991661601001397e-05
14549,58,6.030077929608524e-05,,
14599,58,7.893783185863867e-05,,
14649,58,9.014212264446542e-05,,
14699,58,6.669968570349738e-05,,
14749,58,4.229230398777872e-05,,
14749,58,,0.00011742094648070633,
14749,58,,,8.266432996606454e-05
14799,59,2.6248901122016832e-05,,
14849,59,8.080294355750084e-05,,
14899,59,7.127579010557383e-05,,
14949,59,0.00010010860569309443,,
14999,59,0.00018462538719177246,,
14999,59,,0.0003439095744397491,
14999,59,,,9.103744378080592e-05
15049,60,0.00029892614111304283,,
15099,60,6.059821316739544e-05,,
15149,60,9.125802898779511e-05,,
15199,60,0.00013000340550206602,,
15249,60,0.0003580266493372619,,
15249,60,,0.0005124003509990871,
15249,60,,,0.00024398315872531384
15299,61,9.425669850315899e-05,,
15349,61,4.2924231820506975e-05,,
15399,61,0.00015110433741938323,,
15449,61,7.571926107630134e-05,,
15499,61,0.0001157628939836286,,
15499,61,,0.0002600916486699134,
15499,61,,,0.00010419493628432974
15549,62,0.0001691031939117238,,
15599,62,8.813897147774696e-05,,
15649,62,1.6452657291665673e-05,,
15699,62,4.4018983317073435e-05,,
15749,62,4.514906322583556e-05,,
15749,62,,0.0003478216822259128,
15749,62,,,6.359382678056136e-05
15799,63,5.1003775297431275e-05,,
15849,63,2.8896900403196923e-05,,
15899,63,5.354933819035068e-05,,
15949,63,0.00010638964886311442,,
15999,63,0.0004574147460516542,,
15999,63,,0.0005650388193316758,
15999,63,,,8.684254135005176e-05
16049,64,0.0017925016582012177,,
16099,64,0.0002794734900817275,,
16149,64,7.099124195519835e-05,,
16199,64,3.255762567277998e-05,,
16249,64,5.1492126658558846e-05,,
16249,64,,9.98638934106566e-05,
16249,64,,,0.00026070064632222056
16299,65,8.298247121274471e-05,,
16349,65,2.5264720534323715e-05,,
16399,65,0.00012528274965006858,,
16449,65,0.00021806992299389094,,
16499,65,9.821782441576943e-05,,
16499,65,,0.0001531877787783742,
16499,65,,,8.854119369061664e-05
16549,66,0.00020118690736126155,,
16599,66,0.00022578492644242942,,
16649,66,0.00012532019172795117,,
16699,66,0.0014314642176032066,,
16749,66,0.0008322449284605682,,
16749,66,,0.001119035528972745,
16749,66,,,0.00023308806703425944
16799,67,0.0014418743085116148,,
16849,67,0.00024653953732922673,,
16899,67,0.00017448098515160382,,
16949,67,4.5455904910340905e-05,,
16999,67,0.0004349727532826364,,
16999,67,,0.00036315745091997087,
16999,67,,,0.0005606201011687517
17049,68,0.0004939495120197535,,
17099,68,0.00031612440943717957,,
17149,68,0.0001925593678606674,,
17199,68,0.0001766920177033171,,
17249,68,6.340441905194893e-05,,
17249,68,,0.00010280023707309738,
17249,68,,,0.00037333814543671906
17299,69,6.21318758931011e-05,,
17349,69,3.319028110126965e-05,,
17399,69,4.610435280483216e-05,,
17449,69,7.392696716124192e-05,,
17499,69,0.0005890526808798313,,
17499,69,,0.0010098894126713276,
17499,69,,,0.00041002908255904913
17549,70,0.0002526038733776659,,
17599,70,6.020598084433004e-05,,
17649,70,2.727639912336599e-05,,
17699,70,2.918762038461864e-05,,
17749,70,2.95834233838832e-05,,
17749,70,,7.293550879694521e-05,
17749,70,,,0.00017067913722712547
17799,71,0.00033666990930214524,,
17849,71,3.0682302167406306e-05,,
17899,71,3.073336119996384e-05,,
17949,71,3.9841885154601187e-05,,
17999,71,2.4607463274151087e-05,,
17999,71,,8.056958176894113e-05,
17999,71,,,4.374180207378231e-05
18049,72,5.9753550885943696e-05,,
18099,72,4.191397601971403e-05,,
18149,72,7.25509162293747e-05,,
18199,72,6.843972369097173e-05,,
18249,72,2.6150490157306194e-05,,
18249,72,,0.00010019639739766717,
18249,72,,,5.829129077028483e-05
18299,73,4.354608245193958e-05,,
18349,73,7.74761283537373e-05,,
18399,73,0.00029338104650378227,,
18449,73,3.9134203689172864e-05,,
18499,73,0.00010299785935785621,,
18499,73,,0.00025396459386684,
18499,73,,,0.00010102036321768537
18549,74,0.0001658859255257994,,
18599,74,0.0002167557686334476,,
18649,74,3.69450353900902e-05,,
18699,74,4.4416730816010386e-05,,
18749,74,8.088610775303096e-05,,
18749,74,,0.0001716161787044257,
18749,74,,,0.00011109579645562917
18799,75,7.096042099874467e-05,,
18849,75,0.00018386221199762076,,
18899,75,5.5828175391070545e-05,,
18949,75,5.060787589172833e-05,,
18999,75,0.00011436657950980589,,
18999,75,,0.00011025569256162271,
18999,75,,,8.887768490239978e-05
19049,76,0.00010210834443569183,,
19099,76,0.00019318265549372882,,
19149,76,0.0004263651790097356,,
19199,76,8.483910642098635e-05,,
19249,76,7.864742656238377e-05,,
19249,76,,0.00010678326361812651,
19249,76,,,0.0001483043160988018
19299,77,5.449281889013946e-05,,
19349,77,6.0893711633980274e-05,,
19399,77,0.00018206714594271034,,
19449,77,8.02664362709038e-05,,
19499,77,0.00010993386240443215,,
19499,77,,0.00015413806249853224,
19499,77,,,8.523958967998624e-05
19549,78,8.027997682802379e-05,,
19599,78,0.00010984441905748099,,
19649,78,6.752501212758943e-05,,
19699,78,0.0003706795978359878,,
19749,78,0.00015319103840738535,,
19749,78,,0.00021163211204111576,
19749,78,,,0.0001310511288465932
19799,79,7.378554437309504e-05,,
19849,79,0.0001812712725950405,,
19899,79,7.269004709087312e-05,,
19949,79,3.24161046592053e-05,,
19999,79,2.3755535949021578e-05,,
19999,79,,0.00012182496720924973,
19999,79,,,6.572761776624247e-05
20049,80,1.930867620103527e-05,,
20099,80,3.7005946069257334e-05,,
20149,80,5.4245385399553925e-05,,
20199,80,0.002073856070637703,,
20249,80,0.0004772389947902411,,
20249,80,,0.0005230230162851512,
20249,80,,,0.00021815566287841648
20299,81,0.00022176535276230425,,
20349,81,5.779394632554613e-05,,
20399,81,3.4125383535865694e-05,,
20449,81,5.003453406970948e-05,,
20499,81,3.1350660719908774e-05,,
20499,81,,0.0001329774095211178,
20499,81,,,0.00021715542243327945
20549,82,3.309320527478121e-05,,
20599,82,4.193367203697562e-05,,
20649,82,1.521566719020484e-05,,
20699,82,4.807140794582665e-05,,
20749,82,6.2653845816385e-05,,
20749,82,,0.00011570676724659279,
20749,82,,,3.748117887880653e-05
20799,83,4.663654544856399e-05,,
20849,83,4.2277242755517364e-05,,
20899,83,2.5349747375003062e-05,,
20949,83,4.4068958231946453e-05,,
20999,83,3.349161852383986e-05,,
20999,83,,0.000147897211718373,
20999,83,,,4.1972722101490945e-05
21049,84,0.00012051787780364975,,
21099,84,7.754214311717078e-05,,
21149,84,0.00014338851906359196,,
21199,84,0.0001213831128552556,,
21249,84,0.00020486791618168354,,
21249,84,,0.00020252808462828398,
21249,84,,,8.660989260533825e-05
21299,85,0.0002849266165867448,,
21349,85,6.915396079421043e-05,,
21399,85,0.00012355460785329342,,
21449,85,0.00019697259995155036,,
21499,85,0.00021228565310593694,,
21499,85,,0.0003400552668608725,
21499,85,,,0.00017233491234946996
21549,86,0.00013932927686255425,,
21599,86,0.00013870895782019943,,
21649,86,7.795917917974293e-05,,
21699,86,4.605913272826001e-05,,
21749,86,4.963286846759729e-05,,
21749,86,,0.00012086072820238769,
21749,86,,,0.0001289340143557638
21799,87,6.496143760159612e-05,,
21849,87,4.312700912123546e-05,,
21899,87,3.752836346393451e-05,,
21949,87,2.4757813662290573e-05,,
21999,87,1.478574540669797e-05,,
21999,87,,0.00048445462016388774,
21999,87,,,5.6584194680908695e-05
22049,88,3.530470348778181e-05,,
22099,88,6.46639964543283e-05,,
22149,88,0.00036123115569353104,,
22199,88,0.000204945303266868,,
22249,88,7.224626460811123e-05,,
22249,88,,0.00020384456729516387,
22249,88,,,0.0001612608612049371
22299,89,0.00010613575432216749,,
22349,89,0.00010691084753489122,,
22399,89,4.522584640653804e-05,,
22449,89,4.42936725448817e-05,,
22499,89,2.313942604814656e-05,,
22499,89,,0.00014840092626400292,
22499,89,,,6.711370224365965e-05
22549,90,3.374856532900594e-05,,
22599,90,8.678183075971901e-05,,
22649,90,6.68927314109169e-05,,
22699,90,0.0002747501421254128,,
22749,90,0.00015395431546494365,,
22749,90,,0.00011900818935828283,
22749,90,,,0.00012279648217372596
22799,91,0.008456727489829063,,
22849,91,0.0006783227436244488,,
22899,91,0.00032511382596567273,,
22949,91,0.00014977503451518714,,
22999,91,0.00012032379163429141,,
22999,91,,9.428047633264214e-05,
22999,91,,,0.0003887029306497425
23049,92,3.905539779225364e-05,,
23099,92,7.54591019358486e-05,,
23149,92,5.1871364121325314e-05,,
23199,92,5.110964411869645e-05,,
23249,92,5.187514398130588e-05,,
23249,92,,5.185948248254135e-05,
23249,92,,,5.313595465850085e-05
23299,93,0.00019492923456709832,,
23349,93,5.253052950138226e-05,,
23399,93,8.946818707045168e-05,,
23449,93,3.928242949768901e-05,,
23499,93,7.324258331209421e-05,,
23499,93,,8.357134356629103e-05,
23499,93,,,7.411307888105512e-05
23549,94,9.146536467596889e-05,,
23599,94,4.649612674256787e-05,,
23649,94,0.00012587927631102502,,
23699,94,9.466619667364284e-05,,
23749,94,2.5492201530141756e-05,,
23749,94,,4.253212682669982e-05,
23749,94,,,6.550078251166269e-05
23799,95,4.393533890834078e-05,,
23849,95,3.0899234843673185e-05,,
23899,95,5.2481802413240075e-05,,
23949,95,0.00012009144847979769,,
23999,95,0.00010947033297270536,,
23999,95,,0.00013072967703919858,
23999,95,,,8.376929326914251e-05
24049,96,7.438927423208952e-05,,
24099,96,5.733360012527555e-05,,
24149,96,5.07175391248893e-05,,
24199,96,9.495837730355561e-05,,
24249,96,0.0001855390437413007,,
24249,96,,7.092444866430014e-05,
24249,96,,,0.00010669954644981772
24299,97,0.0001457590697100386,,
24349,97,4.787601574207656e-05,,
24399,97,5.1662937039509416e-05,,
24449,97,0.0001389037206536159,,
24499,97,0.00017082138219848275,,
24499,97,,0.00024122510512825102,
24499,97,,,0.00013340603618416935
24549,98,0.00021092429233249277,,
24599,98,5.413078179117292e-05,,
24649,98,6.072428004699759e-05,,
24699,98,0.0003829888009931892,,
24749,98,0.00022238935343921185,,
24749,98,,0.00038833642611280084,
24749,98,,,0.00026909090229310095
24799,99,0.00017736098379828036,,
24849,99,0.00022769297356717288,,
24899,99,4.523450479609892e-05,,
24949,99,2.2045538571546786e-05,,
24999,99,1.6336874978151172e-05,,
24999,99,,2.2746082322555594e-05,
24999,99,,,9.452861559111625e-05
25049,100,1.619321665202733e-05,,
25099,100,6.596710591111332e-05,,
25149,100,3.908479993697256e-05,,
25199,100,2.76259561360348e-05,,
25249,100,4.129852095502429e-05,,
25249,100,,3.682466194732115e-05,
25249,100,,,5.3903841035207734e-05
25299,101,5.837445496581495e-05,,
25349,101,2.174809924326837e-05,,
25399,101,4.1711795347509906e-05,,
25449,101,0.0001957262575160712,,
25499,101,0.0002137910050805658,,
25499,101,,0.00041232779040001333,
25499,101,,,7.773526158416644e-05
25549,102,9.39784076763317e-05,,
25599,102,2.7304722607368603e-05,,
25649,102,2.936965029221028e-05,,
25699,102,9.308230073656887e-05,,
25749,102,5.825657717650756e-05,,
25749,102,,3.856031980831176e-05,
25749,102,,,9.155068983091041e-05
25799,103,7.094789907569066e-05,,
25849,103,3.119422763120383e-05,,
25899,103,0.00010600419773254544,,
25949,103,0.00010430378461023793,,
25999,103,2.9983941203681752e-05,,
25999,103,,3.926476711058058e-05,
25999,103,,,8.572249498683959e-05
26049,104,3.0397462978726253e-05,,
26099,104,5.983465234749019e-05,,
26149,104,0.00010417425073683262,,
26199,104,0.0020020492374897003,,
26249,104,0.000262003653915599,,
26249,104,,0.00021585077047348022,
26249,104,,,0.00039991457015275955
26299,105,0.00011538809485500678,,
26349,105,2.2263169739744626e-05,,
26399,105,3.312875560368411e-05,,
26449,105,1.747653732309118e-05,,
26499,105,5.628991493722424e-05,,
26499,105,,5.424749542726204e-05,
26499,105,,,6.664615648332983e-05
26549,106,2.3802276700735092e-05,,
26599,106,3.127715172013268e-05,,
26649,106,1.6830730601213872e-05,,
26699,106,2.6896363124251366e-05,,
26749,106,2.6235924451611936e-05,,
26749,106,,3.5666154872160405e-05,
26749,106,,,2.9575609005405568e-05
26799,107,0.00010586605640128255,,
26849,107,4.382217230158858e-05,,
26899,107,2.2824780899100006e-05,,
26949,107,3.867402483592741e-05,,
26999,107,4.794651613337919e-05,,
26999,107,,4.627202361007221e-05,
26999,107,,,4.838846507482231e-05
27049,108,4.360719321994111e-05,,
27099,108,7.973046012921259e-05,,
27149,108,3.111927071586251e-05,,
27199,108,4.405555228004232e-05,,
27249,108,2.9525404897867702e-05,,
27249,108,,4.92598774144426e-05,
27249,108,,,5.973371662548743e-05
27299,109,4.030753916595131e-05,,
27349,109,2.0799319827347063e-05,,
27399,109,7.329272193601355e-05,,
27449,109,0.00016786553896963596,,
27499,109,2.0357261746539734e-05,,
27499,109,,2.494702857802622e-05,
27499,109,,,5.208010406931862e-05
27549,110,9.890494402498007e-05,,
27599,110,7.036812166916206e-05,,
27649,110,2.6208708732156083e-05,,
27699,110,3.864634345518425e-05,,
27749,110,0.00013063594815321267,,
27749,110,,8.909598545869812e-05,
27749,110,,,5.016351497033611e-05
27799,111,0.00012639811029657722,,
27849,111,0.00017196076805703342,,
27899,111,6.741276592947543e-05,,
27949,111,0.00019123396486975253,,
27999,111,9.250144648831338e-05,,
27999,111,,0.00010716874385252595,
27999,111,,,0.0001526650448795408
28049,112,0.0001924628159031272,,
28099,112,0.00010275882959831506,,
28149,112,2.0373463485157117e-05,,
28199,112,5.9432408306747675e-05,,
28249,112,0.00030747635173611343,,
28249,112,,8.778412302490324e-05,
28249,112,,,9.387594764120877e-05
28299,113,0.00042454549111425877,,
28349,113,0.00029213246307335794,,
28399,113,0.0006019353168085217,,
28449,113,0.0001419784821337089,,
28499,113,0.00011153230298077688,,
28499,113,,0.00017346871027257293,
28499,113,,,0.0003993127611465752
28549,114,7.446113886544481e-05,,
28599,114,2.7389804017730057e-05,,
28649,114,4.37367198173888e-05,,
