step,train_loss_step,epoch,val_loss,train_loss_epoch
49,0.7989654541015625,0,,
99,0.2426198571920395,0,,
149,0.09910808503627777,0,,
199,0.09038995206356049,0,,
249,0.08250018954277039,0,,
299,0.07342324405908585,0,,
349,0.08655361086130142,0,,
399,0.08080042898654938,0,,
449,0.0657360851764679,0,,
499,0.07725276798009872,0,,
549,0.07868871092796326,0,,
599,0.07094903290271759,0,,
649,0.09142374992370605,0,,
699,0.06034456938505173,0,,
749,0.05674687772989273,0,,
799,0.045453619211912155,0,,
849,0.0644412711262703,0,,
899,0.047676391899585724,0,,
949,0.054747819900512695,0,,
999,0.06476807594299316,0,,
1049,0.0527600459754467,0,,
1099,0.04762355983257294,0,,
1149,0.026140404865145683,0,,
1199,0.0384238101541996,0,,
1249,0.025366494432091713,0,,
1299,0.02200552076101303,0,,
1349,0.016482433304190636,0,,
1399,0.013846762478351593,0,,
1449,0.01612420193850994,0,,
1499,0.017467603087425232,0,,
1549,0.00963718630373478,0,,
1599,0.015774251893162727,0,,
1649,0.009820912033319473,0,,
1699,0.01306590624153614,0,,
1749,0.013203810900449753,0,,
1799,0.011457684449851513,0,,
1849,0.010812819004058838,0,,
1899,0.013139837421476841,0,,
1949,0.0220202524214983,0,,
1999,0.017428936436772346,0,,
2049,0.011601200327277184,0,,
2099,0.012049909681081772,0,,
2149,0.01341891661286354,0,,
2199,0.017812147736549377,0,,
2249,0.008057042956352234,0,,
2299,0.01158082578331232,0,,
2349,0.009163842536509037,0,,
2399,0.008143072947859764,0,,
2449,0.011764292605221272,0,,
2499,0.011675884015858173,0,,
2549,0.008885822258889675,0,,
2599,0.011363647878170013,0,,
2649,0.008603784255683422,0,,
2699,0.01171568688005209,0,,
2749,0.010977350175380707,0,,
2799,0.022557802498340607,0,,
2849,0.008735031820833683,0,,
2899,0.014658534899353981,0,,
2949,0.014092405326664448,0,,
2999,0.009556587785482407,0,,
3049,0.011473291553556919,0,,
3099,0.011499579064548016,0,,
3149,0.010416042059659958,0,,
3199,0.009502794593572617,0,,
3249,0.008599692955613136,0,,
3299,0.010016283020377159,0,,
3349,0.014268515631556511,0,,
3399,0.01677953079342842,0,,
3449,0.007639802061021328,0,,
3499,0.01114187017083168,0,,
3549,0.011928025633096695,0,,
3599,0.010592367500066757,0,,
3649,0.010423984378576279,0,,
3699,0.012719940394163132,0,,
3749,0.013088569976389408,0,,
3799,0.017412036657333374,0,,
3849,0.011045677587389946,0,,
3899,0.013541167601943016,0,,
3949,0.010333973914384842,0,,
3999,0.01132852490991354,0,,
3999,,0,0.01685434579849243,
3999,,0,,inf
4049,0.009980258531868458,1,,
4099,0.009773517027497292,1,,
4149,0.008581379428505898,1,,
4199,0.01267300546169281,1,,
4249,0.011906392872333527,1,,
4299,0.010600348934531212,1,,
4349,0.013721111230552197,1,,
4399,0.011683335527777672,1,,
4449,0.01566430926322937,1,,
4499,0.0089375926181674,1,,
4549,0.014501020312309265,1,,
4599,0.01204868033528328,1,,
4649,0.009743518196046352,1,,
4699,0.007386375218629837,1,,
4749,0.009773891419172287,1,,
4799,0.008443240076303482,1,,
4849,0.017226209864020348,1,,
4899,0.011076858267188072,1,,
4949,0.011422725394368172,1,,
4999,0.011211926117539406,1,,
5049,0.007990429177880287,1,,
5099,0.009306655265390873,1,,
5149,0.00898147001862526,1,,
5199,0.007312424946576357,1,,
5249,0.008742021396756172,1,,
5299,0.01390785351395607,1,,
5349,0.008506517857313156,1,,
5399,0.009474221616983414,1,,
5449,0.012556066736578941,1,,
5499,0.00877256877720356,1,,
5549,0.012103591114282608,1,,
5599,0.010603190399706364,1,,
5649,0.014651103876531124,1,,
5699,0.007855240255594254,1,,
5749,0.012556221336126328,1,,
5799,0.00931831169873476,1,,
5849,0.011627732776105404,1,,
5899,0.012494617141783237,1,,
5949,0.01185317151248455,1,,
5999,5.550613880157471,1,,
6049,0.3051034212112427,1,,
6099,0.27765777707099915,1,,
6149,0.264066219329834,1,,
6199,0.22748059034347534,1,,
6249,0.1960745006799698,1,,
6299,0.16886059939861298,1,,
6349,0.16355055570602417,1,,
6399,0.18864086270332336,1,,
6449,inf,1,,
6499,0.11940846592187881,1,,
6549,0.1491004228591919,1,,
6599,0.13351351022720337,1,,
6649,0.12409920245409012,1,,
6699,0.14142730832099915,1,,
6749,0.10828393697738647,1,,
6799,0.10382074862718582,1,,
6849,0.08616574108600616,1,,
6899,0.07637715339660645,1,,
6949,0.06513549387454987,1,,
6999,0.07518360763788223,1,,
7049,0.06566731631755829,1,,
7099,0.0731462761759758,1,,
7149,0.07235048711299896,1,,
7199,0.05659446865320206,1,,
7249,0.04932129755616188,1,,
7299,0.04795140027999878,1,,
7349,0.04986667260527611,1,,
7399,0.04388546571135521,1,,
7449,inf,1,,
7499,0.040625158697366714,1,,
7549,0.05419159680604935,1,,
7599,0.03411111980676651,1,,
7649,0.051615238189697266,1,,
7699,0.04843926802277565,1,,
7749,0.048418376594781876,1,,
7799,0.050260525196790695,1,,
7849,0.04625020921230316,1,,
7899,0.05051314830780029,1,,
7949,0.05017608776688576,1,,
7999,0.051757391542196274,1,,
7999,,1,inf,
7999,,1,,inf
