epoch,train_loss,step,val_loss
26,0.09948398917913437,6649,
26,0.10017528384923935,6699,
26,0.13320420682430267,6749,
26,,6749,0.11806195229291916
27,0.10745789855718613,6799,
27,0.15185439586639404,6849,
27,0.1398904025554657,6899,
27,0.12460048496723175,6949,
27,0.1006058007478714,6999,
27,,6999,0.11549413949251175
28,0.10885660350322723,7049,
28,0.12745320796966553,7099,
28,0.1081230640411377,7149,
28,0.12788830697536469,7199,
28,0.09642618149518967,7249,
28,,7249,0.11558110266923904
29,0.12302367389202118,7299,
29,0.12370064109563828,7349,
29,0.11542119830846786,7399,
29,0.08554142713546753,7449,
29,0.11455751955509186,7499,
29,,7499,0.1154942736029625
30,0.10898938775062561,7549,
30,0.12278878688812256,7599,
30,0.11574622243642807,7649,
30,0.10180559009313583,7699,
30,0.1189059168100357,7749,
30,,7749,0.11561194062232971
31,0.1025024875998497,7799,
31,0.12605325877666473,7849,
31,0.11077114194631577,7899,
31,0.10251744091510773,7949,
31,0.0999373197555542,7999,
31,,7999,0.11548163741827011
32,0.09553490579128265,8049,
32,0.13348248600959778,8099,
32,0.07610484957695007,8149,
32,0.11824794858694077,8199,
32,0.10591061413288116,8249,
32,,8249,0.11548453569412231
33,0.12286430597305298,8299,
33,0.0899360403418541,8349,
33,0.10253336280584335,8399,
33,0.08830580115318298,8449,
33,0.13343976438045502,8499,
33,,8499,0.11547110974788666
34,0.09866797924041748,8549,
34,0.11184301227331161,8599,
34,0.11554187536239624,8649,
34,0.09677037596702576,8699,
34,0.0979195237159729,8749,
34,,8749,0.11561071127653122
35,0.08750279992818832,8799,
35,0.10160185396671295,8849,
35,0.12512676417827606,8899,
35,0.08440539240837097,8949,
35,0.10496489703655243,8999,
35,,8999,0.1155770868062973
36,0.11440257728099823,9049,
36,0.08092239499092102,9099,
36,0.06898678839206696,9149,
36,0.1362570971250534,9199,
36,0.12091290950775146,9249,
36,,9249,0.11541575938463211
37,0.10175883769989014,9299,
37,0.09362482279539108,9349,
37,0.11310388892889023,9399,
37,0.1313808411359787,9449,
37,0.09921382367610931,9499,
37,,9499,0.11553838104009628
38,0.06505388021469116,9549,
38,0.12107217311859131,9599,
38,0.10648231208324432,9649,
38,0.125955730676651,9699,
38,0.09961053729057312,9749,
38,,9749,0.11529934406280518
39,0.12533211708068848,9799,
39,0.09730260074138641,9849,
39,0.10664503276348114,9899,
39,0.12827247381210327,9949,
39,0.1178392767906189,9999,
39,,9999,0.11547573655843735
40,0.11551141738891602,10049,
40,0.10364089906215668,10099,
40,0.12871751189231873,10149,
40,0.11040693521499634,10199,
40,0.0764274075627327,10249,
40,,10249,0.11540067940950394
41,0.10188394784927368,10299,
41,0.0931835025548935,10349,
41,0.11640620231628418,10399,
41,0.1201108917593956,10449,
41,0.11158829182386398,10499,
41,,10499,0.11571511626243591
42,0.10504847019910812,10549,
42,0.11946998536586761,10599,
42,0.10577895492315292,10649,
42,0.09161460399627686,10699,
42,0.12093888968229294,10749,
42,,10749,0.11562342196702957
43,0.12639953196048737,10799,
43,0.1303541362285614,10849,
43,0.09211691468954086,10899,
43,0.08942519873380661,10949,
43,0.07967275381088257,10999,
43,,10999,0.11532052606344223
44,0.0974365696310997,11049,
44,0.12825757265090942,11099,
44,0.10507287830114365,11149,
44,0.09030018746852875,11199,
44,0.1172264963388443,11249,
44,,11249,0.11535246670246124
45,0.07271727919578552,11299,
45,0.10666689276695251,11349,
45,0.10717376321554184,11399,
45,0.07849325239658356,11449,
45,0.10859766602516174,11499,
45,,11499,0.1151440218091011
46,0.08366715908050537,11549,
46,0.123157799243927,11599,
46,0.10716632008552551,11649,
46,0.06982553005218506,11699,
46,0.1450042426586151,11749,
46,,11749,0.11517652869224548
47,0.09556326270103455,11799,
47,0.14533692598342896,11849,
47,0.11905674636363983,11899,
47,0.11832841485738754,11949,
47,0.09021322429180145,11999,
47,,11999,0.11522196978330612
48,0.08909200131893158,12049,
48,0.09039609134197235,12099,
48,0.12233242392539978,12149,
48,0.10524317622184753,12199,
48,0.1112365573644638,12249,
48,,12249,0.11536605656147003
49,0.13115565478801727,12299,
49,0.11750509589910507,12349,
49,0.08779633045196533,12399,
49,0.12528829276561737,12449,
49,0.1212528795003891,12499,
49,,12499,0.11523863673210144
50,0.10417424142360687,12549,
50,0.09974221885204315,12599,
50,0.1482209861278534,12649,
50,0.07782590389251709,12699,
50,0.0912012904882431,12749,
50,,12749,0.1151784285902977
51,0.09595715999603271,12799,
51,0.11695408821105957,12849,
51,0.12984752655029297,12899,
51,0.10462407767772675,12949,
51,0.11001427471637726,12999,
51,,12999,0.11544819921255112
52,0.11551147699356079,13049,
52,0.11841171234846115,13099,
52,0.12156399339437485,13149,
52,0.10200175642967224,13199,
52,0.11036207526922226,13249,
52,,13249,0.11650130152702332
53,0.14276796579360962,13299,
53,0.10214938968420029,13349,
53,0.11134408414363861,13399,
53,0.11387495696544647,13449,
53,0.12243762612342834,13499,
53,,13499,0.1151781976222992
54,0.10652336478233337,13549,
54,0.0914551317691803,13599,
54,0.12559711933135986,13649,
54,0.10007860511541367,13699,
54,0.11584977805614471,13749,
54,,13749,0.11532126367092133
55,0.14089426398277283,13799,
55,0.12266428768634796,13849,
55,0.10196848958730698,13899,
55,0.09875504672527313,13949,
55,0.13285675644874573,13999,
55,,13999,0.11559929698705673
56,0.11727132648229599,14049,
56,0.12139517068862915,14099,
56,0.0989532321691513,14149,
56,0.09905748069286346,14199,
56,0.13294726610183716,14249,
56,,14249,0.1161440908908844
57,0.08966269344091415,14299,
57,0.10393111407756805,14349,
57,0.10680435597896576,14399,
57,0.16258278489112854,14449,
57,0.1261349469423294,14499,
57,,14499,0.11522988229990005
58,0.10356616973876953,14549,
58,0.0832158774137497,14599,
58,0.11596696078777313,14649,
58,0.12328149378299713,14699,
58,0.1389274299144745,14749,
58,,14749,0.11529183387756348
59,0.12008397281169891,14799,
59,0.11482475697994232,14849,
59,0.07562300562858582,14899,
59,0.09492169320583344,14949,
59,0.10826316475868225,14999,
59,,14999,0.1156536266207695
60,0.13882756233215332,15049,
60,0.09181879460811615,15099,
60,0.10689165443181992,15149,
60,0.1056683287024498,15199,
60,0.09576208889484406,15249,
60,,15249,0.11554274708032608
61,0.12415216863155365,15299,
61,0.10392612218856812,15349,
61,0.11305981874465942,15399,
61,0.10081609338521957,15449,
61,0.12189619243144989,15499,
61,,15499,0.1153784766793251
62,0.14746303856372833,15549,
62,0.09155619144439697,15599,
62,0.08109866082668304,15649,
62,0.129379540681839,15699,
62,0.0974627137184143,15749,
62,,15749,0.11536696553230286
63,0.11257797479629517,15799,
63,0.09911438077688217,15849,
63,0.08184310048818588,15899,
63,0.10698573291301727,15949,
63,0.09988122433423996,15999,
63,,15999,0.1154332235455513
64,0.12748311460018158,16049,
64,0.08189930021762848,16099,
64,0.1004335880279541,16149,
64,0.10417772829532623,16199,
64,0.1137634739279747,16249,
64,,16249,0.11519723385572433
65,0.12119361013174057,16299,
65,0.11272287368774414,16349,
65,0.10114731639623642,16399,
65,0.13122403621673584,16449,
65,0.09689568728208542,16499,
65,,16499,0.11555594950914383
66,0.11679478734731674,16549,
66,0.1339917778968811,16599,
66,0.13274993002414703,16649,
66,0.09547530114650726,16699,
66,0.0992710292339325,16749,
66,,16749,0.1153479665517807
67,0.10964056104421616,16799,
67,0.11635410040616989,16849,
67,0.10977830737829208,16899,
67,0.0733061134815216,16949,
67,0.11931537836790085,16999,
67,,16999,0.11546263098716736
68,0.10088860243558884,17049,
68,0.11978153884410858,17099,
68,0.07612775266170502,17149,
68,0.10537253320217133,17199,
68,0.06544697284698486,17249,
68,,17249,0.11542736738920212
69,0.11115225404500961,17299,
69,0.12127701938152313,17349,
69,0.12025155872106552,17399,
69,0.1064155101776123,17449,
69,0.12285590171813965,17499,
69,,17499,0.11547093093395233
70,0.1117597445845604,17549,
70,0.11605855822563171,17599,
70,0.12394613027572632,17649,
70,0.06333904713392258,17699,
70,0.14320021867752075,17749,
70,,17749,0.11535376310348511
71,0.10751443356275558,17799,
71,0.11127730458974838,17849,
71,0.09906914085149765,17899,
71,0.10681971162557602,17949,
71,0.08897571265697479,17999,
71,,17999,0.11569668352603912
72,0.0886923298239708,18049,
72,0.1033126711845398,18099,
72,0.07905267179012299,18149,
72,0.12065351009368896,18199,
72,0.09834470599889755,18249,
72,,18249,0.11566074192523956
73,0.10912971198558807,18299,
73,0.12432276457548141,18349,
73,0.13048826158046722,18399,
73,0.1312166452407837,18449,
73,0.14261989295482635,18499,
73,,18499,0.1162032037973404
74,0.12114488333463669,18549,
74,0.10129481554031372,18599,
74,0.11363133043050766,18649,
74,0.11971964687108994,18699,
74,0.08802998065948486,18749,
74,,18749,0.11546674370765686
75,0.09799695014953613,18799,
75,0.1129399761557579,18849,
75,0.10628925263881683,18899,
75,0.07386366277933121,18949,
75,0.09059753268957138,18999,
75,,18999,0.11528604477643967
76,0.10132323950529099,19049,
76,0.10602500289678574,19099,
76,0.11334453523159027,19149,
76,0.11165212839841843,19199,
76,0.09006044268608093,19249,
76,,19249,0.11539065092802048
77,0.11337803304195404,19299,
77,0.11894684284925461,19349,
77,0.12764286994934082,19399,
77,0.06061462685465813,19449,
77,0.12467785179615021,19499,
77,,19499,0.11531779170036316
78,0.08183761686086655,19549,
78,0.08175124228000641,19599,
78,0.1052798181772232,19649,
78,0.11092892289161682,19699,
78,0.09673625230789185,19749,
78,,19749,0.11537617444992065
79,0.10065784305334091,19799,
79,0.11257471889257431,19849,
79,0.13498668372631073,19899,
79,0.08534598350524902,19949,
79,0.08832919597625732,19999,
79,,19999,0.116181880235672
80,0.07889267802238464,20049,
80,0.12846674025058746,20099,
80,0.12384818494319916,20149,
80,0.13297629356384277,20199,
80,0.13096988201141357,20249,
80,,20249,0.11568330228328705
81,0.08743536472320557,20299,
81,0.11367961019277573,20349,
81,0.1513243168592453,20399,
81,0.11570163071155548,20449,
81,0.10189297050237656,20499,
81,,20499,0.11530007421970367
82,0.1328897774219513,20549,
82,0.12414383888244629,20599,
82,0.09293415397405624,20649,
82,0.10641279816627502,20699,
82,0.08148235082626343,20749,
82,,20749,0.11563937366008759
83,0.10692892968654633,20799,
83,0.09657278656959534,20849,
83,0.11380034685134888,20899,
83,0.09261886775493622,20949,
83,0.11391061544418335,20999,
83,,20999,0.11536640673875809
84,0.10992579162120819,21049,
84,0.11069720983505249,21099,
84,0.07378842681646347,21149,
84,0.095223069190979,21199,
84,0.15104493498802185,21249,
84,,21249,0.11580640822649002
85,0.08295061439275742,21299,
85,0.1045459508895874,21349,
85,0.10824435949325562,21399,
85,0.12901213765144348,21449,
85,0.09749710559844971,21499,
85,,21499,0.11547721922397614
86,0.10857237875461578,21549,
86,0.09238956868648529,21599,
86,0.10928264260292053,21649,
86,0.10941844433546066,21699,
86,0.08481103181838989,21749,
86,,21749,0.1152445524930954
87,0.12449770420789719,21799,
87,0.1181258112192154,21849,
87,0.092542365193367,21899,
87,0.1095028966665268,21949,
87,0.1302945762872696,21999,
87,,21999,0.11538560688495636
88,0.10800522565841675,22049,
88,0.14165940880775452,22099,
88,0.11802619695663452,22149,
88,0.10407199710607529,22199,
88,0.08903958648443222,22249,
88,,22249,0.11543577909469604
89,0.11770802736282349,22299,
89,0.13430844247341156,22349,
89,0.0861445888876915,22399,
89,0.12019801139831543,22449,
89,0.10754907131195068,22499,
89,,22499,0.11574181914329529
90,0.11051778495311737,22549,
90,0.11508767306804657,22599,
90,0.10839810222387314,22649,
90,0.1297210305929184,22699,
90,0.10424394905567169,22749,
90,,22749,0.11531635373830795
91,0.11136570572853088,22799,
91,0.08060579001903534,22849,
91,0.1432385891675949,22899,
91,0.10446187853813171,22949,
91,0.07756789773702621,22999,
91,,22999,0.11530239880084991
92,0.13393843173980713,23049,
92,0.1031273826956749,23099,
92,0.10108636319637299,23149,
92,0.10897022485733032,23199,
92,0.11710156500339508,23249,
92,,23249,0.11545155197381973
93,0.10280147194862366,23299,
93,0.10954111814498901,23349,
93,0.0970434695482254,23399,
93,0.09196431934833527,23449,
93,0.07083029299974442,23499,
93,,23499,0.11526104807853699
94,0.10690021514892578,23549,
94,0.09925731271505356,23599,
94,0.14061889052391052,23649,
94,0.09369973838329315,23699,
94,0.09188033640384674,23749,
94,,23749,0.11544425040483475
95,0.12262062728404999,23799,
95,0.10538695752620697,23849,
95,0.12186776846647263,23899,
95,0.11889129877090454,23949,
95,0.12013953924179077,23999,
95,,23999,0.11530474573373795
96,0.0751529186964035,24049,
96,0.11107649654150009,24099,
96,0.10122647136449814,24149,
96,0.13281899690628052,24199,
96,0.10998772084712982,24249,
96,,24249,0.11562416702508926
97,0.14977693557739258,24299,
97,0.10893936455249786,24349,
97,0.14016655087471008,24399,
97,0.09276805818080902,24449,
97,0.10251602530479431,24499,
97,,24499,0.11547589302062988
98,0.10055824369192123,24549,
98,0.1129981130361557,24599,
98,0.08787791430950165,24649,
98,0.10238557308912277,24699,
98,0.1104387491941452,24749,
98,,24749,0.11541524529457092
99,0.0699501633644104,24799,
99,0.09520764648914337,24849,
99,0.10143318772315979,24899,
99,0.1287698596715927,24949,
99,0.09325109422206879,24999,
99,,24999,0.1163874939084053
